Datum zaúčtování;Datum dokladu;Materiálový doklad;Položka;Závod;Sklad;Materiál;Text materiálu;Skupina materiálu;Druh pohybu;Text druhu pohybu;S/H;Množství;ZMJ;Cena za MJ;Hodnota pohybu;Měna;Výrobní zakázka;Dodavatel;Odběratel;Šarže;Tržba bez DPH;COGS;Režie;Uživatel;Nákladové středisko
23.03.2026;23.03.2026;4900000949;1;2000;0001;1000271;Čidlo indukční 75 mm;Elektro;101;Příjem zboží na objednávku;S;384,330;KS;119,80;46042,73;CZK;;Hilti ČR s.r.o.;;SN5434;;;;PROCHAZ;4010 Nákup
23.03.2026;23.03.2026;4900001422;1;2000;0001;1000357;Ředidlo S101;Nátěry a chemie;101;Příjem zboží na objednávku;S;849,370;L;181,43;154101,20;CZK;;Hilti ČR s.r.o.;;SN8758;;;;VESELAM;4010 Nákup
23.03.2026;23.03.2026;4900001650;1;2000;0001;1000398;Šroub M41x56;Spojovací materiál;101;Příjem zboží na objednávku;S;185,600;KS;14,54;2698,62;CZK;;Hilti ČR s.r.o.;;SN1487;;;;SVOBODM;4010 Nákup
23.03.2026;23.03.2026;4900001722;1;2000;0001;1000115;Profil Al 44x37;Hliník;261;Výdej do výrobní zakázky;H;-107,100;KG;75,99;-8138,53;CZK;VZ400032;;;;;;;DVORAKP;5020 Výroba montáž
23.03.2026;23.03.2026;4900001722;2;2000;0001;1000129;Profil Al 107x59;Hliník;261;Výdej do výrobní zakázky;H;-41,250;KG;63,91;-2636,29;CZK;VZ400032;;;;;;;DVORAKP;5030 Výroba obrábění
23.03.2026;23.03.2026;4900001722;3;2000;0001;1000319;Granulát PA6 44;Plasty;261;Výdej do výrobní zakázky;H;-41,250;KG;71,64;-2955,15;CZK;VZ400032;;;;;;;CERNAT;5020 Výroba montáž
23.03.2026;23.03.2026;4900001722;4;2000;0001;1000100;Trubka ocelová 100x79;Ocel;261;Výdej do výrobní zakázky;H;-36,000;KG;34,31;-1235,16;CZK;VZ400032;;;;;;;HORAKT;5020 Výroba montáž
23.03.2026;23.03.2026;4900001722;5;2000;0001;1000139;Nýt 46x36;Spojovací materiál;261;Výdej do výrobní zakázky;H;-117,600;KS;4,20;-493,92;CZK;VZ400032;;;;;;;SVOBODM;5020 Výroba montáž
23.03.2026;23.03.2026;4900001722;6;2000;0001;1000198;Trubka ocelová 56x45;Ocel;261;Výdej do výrobní zakázky;H;-19,950;KG;20,95;-417,95;CZK;VZ400032;;;;;;;DVORAKP;5030 Výroba obrábění
23.03.2026;23.03.2026;4900001722;7;2000;0001;1000339;Profil Al 7x33;Hliník;261;Výdej do výrobní zakázky;H;-84,300;KG;91,34;-7699,96;CZK;VZ400032;;;;;;;VESELAM;5020 Výroba montáž
23.03.2026;23.03.2026;4900001734;1;1000;0001;1000238;Lak polyuretanový RAL 9005;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-50,160;L;171,20;-8587,39;CZK;VZ400038;;;;;;;VESELAM;5030 Výroba obrábění
23.03.2026;23.03.2026;4900001734;2;1000;0001;1000348;Motor 108 kW;Elektro;261;Výdej do výrobní zakázky;H;-92,480;KS;739,67;-68404,68;CZK;VZ400038;;;;;;;HORAKT;5020 Výroba montáž
23.03.2026;23.03.2026;4900001734;3;1000;0001;1000333;Deska PE 40 mm;Plasty;261;Výdej do výrobní zakázky;H;-53,680;KG;43,58;-2339,37;CZK;VZ400038;;;;;;;KUCERAL;5020 Výroba montáž
23.03.2026;23.03.2026;4900001734;4;1000;0001;1000117;Motor 72 kW;Elektro;261;Výdej do výrobní zakázky;H;-85,520;KS;660,38;-56475,70;CZK;VZ400038;;;;;;;PROCHAZ;5030 Výroba obrábění
23.03.2026;23.03.2026;4900001734;5;1000;0001;1000162;Manžeta 19x29;Těsnění a guma;261;Výdej do výrobní zakázky;H;-30,240;KS;19,44;-587,87;CZK;VZ400038;;;;;;;SVOBODM;5030 Výroba obrábění
23.03.2026;23.03.2026;4900001735;1;1000;0001;1000117;Motor 72 kW;Elektro;551;Výdej do šrotu;H;-9,900;KS;660,38;-6537,76;CZK;VZ400038;;;;;;;KUCERAL;5030 Výroba obrábění
23.03.2026;23.03.2026;4900001847;1;1000;0003;5000104;Dopravník pásový E932;Hotový výrobek;131;Příjem z výroby;S;31,000;KS;2436,00;75516,00;CZK;VZ400091;;;SV6118;;;;CERNAT;5020 Výroba montáž
23.03.2026;23.03.2026;4900002019;1;1000;0001;1000375;Deska PE 101 mm;Plasty;261;Výdej do výrobní zakázky;H;-19,610;KG;63,57;-1246,61;CZK;VZ400201;;;;;;;DVORAKP;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002019;2;1000;0001;1000333;Deska PE 40 mm;Plasty;261;Výdej do výrobní zakázky;H;-96,940;KG;43,58;-4224,65;CZK;VZ400201;;;;;;;SVOBODM;5020 Výroba montáž
23.03.2026;23.03.2026;4900002019;3;1000;0001;1000259;Základní barva RAL 3020;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-40,330;L;236,85;-9552,16;CZK;VZ400201;;;;;;;PROCHAZ;5020 Výroba montáž
23.03.2026;23.03.2026;4900002019;4;1000;0001;1000193;Deska PE 67 mm;Plasty;261;Výdej do výrobní zakázky;H;-72,890;KG;87,82;-6401,20;CZK;VZ400201;;;;;;;KUCERAL;5020 Výroba montáž
23.03.2026;23.03.2026;4900002019;5;1000;0001;1000234;Plech Al 44 mm;Hliník;261;Výdej do výrobní zakázky;H;-121,360;KG;95,56;-11597,16;CZK;VZ400201;;;;;;;CERNAT;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002019;6;1000;0001;1000223;Šroub M2x48;Spojovací materiál;261;Výdej do výrobní zakázky;H;-244,570;KS;10,18;-2489,72;CZK;VZ400201;;;;;;;CERNAT;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002019;7;1000;0001;1000383;Motor 69 kW;Elektro;261;Výdej do výrobní zakázky;H;-82,140;KS;150,72;-12380,14;CZK;VZ400201;;;;;;;DVORAKP;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002019;8;1000;0001;1000396;Granulát PA6 20;Plasty;261;Výdej do výrobní zakázky;H;-200,170;KG;82,13;-16439,96;CZK;VZ400201;;;;;;;NOVAKJ;5020 Výroba montáž
23.03.2026;23.03.2026;4900002052;1;1000;0003;5000104;Dopravník pásový E932;Hotový výrobek;131;Příjem z výroby;S;8,000;KS;2436,00;19488,00;CZK;VZ400220;;;SV8372;;;;VESELAM;5020 Výroba montáž
23.03.2026;23.03.2026;4900002057;1;1000;0001;1000238;Lak polyuretanový RAL 9005;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-231,990;L;171,20;-39716,69;CZK;VZ400227;;;;;;;HORAKT;5020 Výroba montáž
23.03.2026;23.03.2026;4900002057;2;1000;0001;1000348;Motor 108 kW;Elektro;261;Výdej do výrobní zakázky;H;-427,720;KS;739,67;-316371,65;CZK;VZ400227;;;;;;;PROCHAZ;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002057;3;1000;0001;1000333;Deska PE 40 mm;Plasty;261;Výdej do výrobní zakázky;H;-248,270;KG;43,58;-10819,61;CZK;VZ400227;;;;;;;HORAKT;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002057;4;1000;0001;1000117;Motor 72 kW;Elektro;261;Výdej do výrobní zakázky;H;-395,530;KS;660,38;-261200,10;CZK;VZ400227;;;;;;;HORAKT;5020 Výroba montáž
23.03.2026;23.03.2026;4900002057;5;1000;0001;1000162;Manžeta 19x29;Těsnění a guma;261;Výdej do výrobní zakázky;H;-139,860;KS;19,44;-2718,88;CZK;VZ400227;;;;;;;VESELAM;5020 Výroba montáž
23.03.2026;23.03.2026;4900002101;1;2000;0001;1000248;Trubka Al 51 mm;Hliník;261;Výdej do výrobní zakázky;H;-304,440;KG;67,47;-20540,57;CZK;VZ400265;;;;;;;DVORAKP;5020 Výroba montáž
23.03.2026;23.03.2026;4900002101;2;2000;0001;1000307;Matice M93;Spojovací materiál;261;Výdej do výrobní zakázky;H;-356,040;KS;6,22;-2214,57;CZK;VZ400265;;;;;;;NOVAKJ;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002101;3;2000;0001;1000286;Kolík 71x53;Spojovací materiál;261;Výdej do výrobní zakázky;H;-458,810;KS;3,28;-1504,90;CZK;VZ400265;;;;;;;PROCHAZ;5020 Výroba montáž
23.03.2026;23.03.2026;4900002101;4;2000;0001;1000379;O-kroužek 24 mm;Těsnění a guma;261;Výdej do výrobní zakázky;H;-209,840;KS;10,55;-2213,81;CZK;VZ400265;;;;;;;PROCHAZ;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002101;5;2000;0001;1000107;Profil U 83;Ocel;261;Výdej do výrobní zakázky;H;-300,570;KG;26,39;-7932,04;CZK;VZ400265;;;;;;;VESELAM;5020 Výroba montáž
23.03.2026;23.03.2026;4900002101;6;2000;0001;1000184;Profil U 96;Ocel;261;Výdej do výrobní zakázky;H;-276,060;KG;20,09;-5546,05;CZK;VZ400265;;;;;;;CERNAT;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002102;1;2000;0001;1000286;Kolík 71x53;Spojovací materiál;551;Výdej do šrotu;H;-10,060;KS;3,28;-33,00;CZK;VZ400265;;;;;;;VESELAM;5030 Výroba obrábění
23.03.2026;23.03.2026;4900002180;1;2000;0003;5000121;Převodovka šneková D513;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-3,000;KS;9506,76;-28520,28;CZK;;;Strojírny Prostějov a.s.;SV1990;43363,08;28520,28;7750,79;NOVAKJ;6010 Expedice
23.03.2026;23.03.2026;4900002245;1;2000;0003;5000100;Čerpadlo odstředivé A594;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-14,000;KS;1079,41;-15111,74;CZK;;;Tatra Trucks a.s.;SV8443;23955,73;15111,74;4957,77;NOVAKJ;6010 Expedice
23.03.2026;23.03.2026;4900002287;1;1000;0003;5000146;Svařenec nosný E906;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-14,000;KS;3723,23;-52125,22;CZK;;;Witte Automotive;SV5179;83287,03;52125,22;17610,54;VESELAM;6010 Expedice
23.03.2026;23.03.2026;4900002360;1;1000;0003;5000126;Svařenec nosný C392;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-4,000;KS;8670,21;-34680,84;CZK;;;Koyo Bearings ČR;SV1861;45375,39;34680,84;8488,36;KUCERAL;6010 Expedice
23.03.2026;23.03.2026;4900002582;1;2000;0003;5000109;Ventilová jednotka D945;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-13,000;KS;15315,80;-199105,40;CZK;;;Bonatrans Group a.s.;SV7160;300853,79;199105,40;58030,96;CERNAT;6010 Expedice
24.03.2026;24.03.2026;4900000031;1;1000;0001;1000105;Základní barva RAL 5010;Nátěry a chemie;101;Příjem zboží na objednávku;S;851,170;L;241,85;205855,46;CZK;;Trelleborg Bohemia;;SN9633;;;;HORAKT;4010 Nákup
24.03.2026;24.03.2026;4900000507;1;2000;0001;1000189;Lak polyuretanový RAL 6011;Nátěry a chemie;101;Příjem zboží na objednávku;S;1605,460;L;322,32;517471,87;CZK;;Rubena a.s.;;SN8645;;;;PROCHAZ;4010 Nákup
24.03.2026;24.03.2026;4900000518;1;1000;0001;1000191;Trubka ocelová 94x42;Ocel;101;Příjem zboží na objednávku;S;568,520;KG;27,06;15384,15;CZK;;ESSA Czech;;SN4473;;;;VESELAM;4010 Nákup
24.03.2026;24.03.2026;4900000631;1;1000;0001;1000212;Jekl 92x92x7;Ocel;101;Příjem zboží na objednávku;S;338,680;KG;44,23;14979,82;CZK;;Rubena a.s.;;SN8012;;;;CERNAT;4010 Nákup
24.03.2026;24.03.2026;4900000674;1;1000;0001;1000220;Plech Al 60 mm;Hliník;101;Příjem zboží na objednávku;S;282,580;KG;117,61;33234,23;CZK;;Haberkorn s.r.o.;;SN1657;;;;SVOBODM;4010 Nákup
24.03.2026;24.03.2026;4900000753;1;1000;0001;1000234;Plech Al 44 mm;Hliník;101;Příjem zboží na objednávku;S;615,460;KG;95,56;58813,36;CZK;;Siemens s.r.o.;;SN4427;;;;KUCERAL;4010 Nákup
24.03.2026;24.03.2026;4900000860;1;1000;0001;1000253;Těsnění ploché 56 mm;Těsnění a guma;101;Příjem zboží na objednávku;S;749,970;KS;7,50;5624,78;CZK;;PPG Deco Czech;;SN2517;;;;PROCHAZ;4010 Nákup
24.03.2026;24.03.2026;4900001069;1;1000;0001;1000293;Matice M3;Spojovací materiál;101;Příjem zboží na objednávku;S;1033,750;KS;10,49;10844,04;CZK;;Siemens s.r.o.;;SN6060;;;;PROCHAZ;4010 Nákup
24.03.2026;24.03.2026;4900001091;1;2000;0001;1000296;Plech ocelový 110 mm;Ocel;101;Příjem zboží na objednávku;S;2066,720;KG;44,46;91886,37;CZK;;Wurth s.r.o.;;SN9815;;;;VESELAM;4010 Nákup
24.03.2026;24.03.2026;4900001261;1;1000;0001;1000326;Deska PE 12 mm;Plasty;101;Příjem zboží na objednávku;S;1726,550;KG;79,39;137070,80;CZK;;Killich s.r.o.;;SN1217;;;;SVOBODM;4010 Nákup
24.03.2026;24.03.2026;4900001500;1;2000;0001;1000369;Kabel CYKY 69x15;Elektro;101;Příjem zboží na objednávku;S;171,560;KS;47,42;8135,38;CZK;;Haberkorn s.r.o.;;SN1496;;;;DVORAKP;4010 Nákup
24.03.2026;24.03.2026;4900001599;1;1000;0001;1000388;Profil Al 12x37;Hliník;101;Příjem zboží na objednávku;S;2064,750;KG;100,11;206702,12;CZK;;Hilti ČR s.r.o.;;SN2099;;;;HORAKT;4010 Nákup
24.03.2026;24.03.2026;4900001706;1;1000;0003;5000115;Hydraulický agregát D743;Hotový výrobek;131;Příjem z výroby;S;7,000;KS;2017,76;14124,32;CZK;VZ400024;;;SV2094;;;;KUCERAL;5020 Výroba montáž
24.03.2026;24.03.2026;4900001736;1;1000;0003;5000133;Skříň rozvaděče D196;Hotový výrobek;131;Příjem z výroby;S;8,000;KS;20147,73;161181,84;CZK;VZ400038;;;SV8437;;;;HORAKT;5020 Výroba montáž
24.03.2026;24.03.2026;4900001778;1;2000;0001;1000145;Stykač 108 A;Elektro;261;Výdej do výrobní zakázky;H;-235,060;KS;646,65;-152001,55;CZK;VZ400058;;;;;;;DVORAKP;5020 Výroba montáž
24.03.2026;24.03.2026;4900001778;2;2000;0001;1000211;O-kroužek 90 mm;Těsnění a guma;261;Výdej do výrobní zakázky;H;-198,720;KS;5,48;-1088,99;CZK;VZ400058;;;;;;;HORAKT;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001778;3;2000;0001;1000349;Podložka 13;Spojovací materiál;261;Výdej do výrobní zakázky;H;-260,130;KS;13,44;-3496,15;CZK;VZ400058;;;;;;;SVOBODM;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001778;4;2000;0001;1000325;Trubka Al 2 mm;Hliník;261;Výdej do výrobní zakázky;H;-108,560;KG;72,94;-7918,37;CZK;VZ400058;;;;;;;KUCERAL;5020 Výroba montáž
24.03.2026;24.03.2026;4900001778;5;2000;0001;1000170;Trubka ocelová 73x65;Ocel;261;Výdej do výrobní zakázky;H;-57,960;KG;23,63;-1369,59;CZK;VZ400058;;;;;;;KUCERAL;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001778;6;2000;0001;1000187;Stykač 3 A;Elektro;261;Výdej do výrobní zakázky;H;-259,670;KS;249,99;-64914,90;CZK;VZ400058;;;;;;;DVORAKP;5020 Výroba montáž
24.03.2026;24.03.2026;4900001778;7;2000;0001;1000330;O-kroužek 39 mm;Těsnění a guma;261;Výdej do výrobní zakázky;H;-170,890;KS;18,43;-3149,50;CZK;VZ400058;;;;;;;VESELAM;5020 Výroba montáž
24.03.2026;24.03.2026;4900001783;1;2000;0003;5000147;Kryt převodovky F636;Hotový výrobek;131;Příjem z výroby;S;4,000;KS;16341,87;65367,48;CZK;VZ400060;;;SV8399;;;;DVORAKP;5020 Výroba montáž
24.03.2026;24.03.2026;4900001814;1;2000;0001;1000269;Trubka Al 78 mm;Hliník;261;Výdej do výrobní zakázky;H;-28,620;KG;81,40;-2329,67;CZK;VZ400075;;;;;;;NOVAKJ;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001814;2;2000;0001;1000390;Frekvenční měnič 119 kW;Elektro;261;Výdej do výrobní zakázky;H;-46,980;KS;680,45;-31967,54;CZK;VZ400075;;;;;;;VESELAM;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001814;3;2000;0001;1000358;Tlumič gumový 49;Těsnění a guma;261;Výdej do výrobní zakázky;H;-126,630;KS;45,51;-5762,93;CZK;VZ400075;;;;;;;PROCHAZ;5020 Výroba montáž
24.03.2026;24.03.2026;4900001814;4;2000;0001;1000117;Motor 72 kW;Elektro;261;Výdej do výrobní zakázky;H;-25,110;KS;660,38;-16582,14;CZK;VZ400075;;;;;;;DVORAKP;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001814;5;2000;0001;1000179;Granulát ABS 25;Plasty;261;Výdej do výrobní zakázky;H;-190,620;KG;54,80;-10445,98;CZK;VZ400075;;;;;;;PROCHAZ;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001945;1;2000;0001;1000192;Plech Al 70 mm;Hliník;261;Výdej do výrobní zakázky;H;-119,040;KG;121,62;-14477,64;CZK;VZ400154;;;;;;;SVOBODM;5020 Výroba montáž
24.03.2026;24.03.2026;4900001945;2;2000;0001;1000259;Základní barva RAL 3020;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-48,160;L;236,85;-11406,70;CZK;VZ400154;;;;;;;CERNAT;5020 Výroba montáž
24.03.2026;24.03.2026;4900001945;3;2000;0001;1000247;Profil U 55;Ocel;261;Výdej do výrobní zakázky;H;-75,040;KG;23,08;-1731,92;CZK;VZ400154;;;;;;;NOVAKJ;5020 Výroba montáž
24.03.2026;24.03.2026;4900001945;4;2000;0001;1000309;Tlumič gumový 24;Těsnění a guma;261;Výdej do výrobní zakázky;H;-18,400;KS;42,90;-789,36;CZK;VZ400154;;;;;;;DVORAKP;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001945;5;2000;0001;1000362;Frekvenční měnič 17 kW;Elektro;261;Výdej do výrobní zakázky;H;-185,920;KS;512,26;-95239,38;CZK;VZ400154;;;;;;;DVORAKP;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001945;6;2000;0001;1000380;Profil U 111;Ocel;261;Výdej do výrobní zakázky;H;-62,560;KG;24,59;-1538,35;CZK;VZ400154;;;;;;;KUCERAL;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001945;7;2000;0001;1000130;Deska PE 105 mm;Plasty;261;Výdej do výrobní zakázky;H;-81,600;KG;64,17;-5236,27;CZK;VZ400154;;;;;;;SVOBODM;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001945;8;2000;0001;1000278;Frekvenční měnič 11 kW;Elektro;261;Výdej do výrobní zakázky;H;-19,200;KS;659,54;-12663,17;CZK;VZ400154;;;;;;;HORAKT;5030 Výroba obrábění
24.03.2026;24.03.2026;4900001980;1;2000;0003;5000137;Kryt převodovky B734;Hotový výrobek;131;Příjem z výroby;S;9,000;KS;4419,44;39774,96;CZK;VZ400176;;;SV9489;;;;HORAKT;5020 Výroba montáž
24.03.2026;24.03.2026;4900002103;1;2000;0003;5000100;Čerpadlo odstředivé A594;Hotový výrobek;131;Příjem z výroby;S;43,000;KS;1079,41;46414,63;CZK;VZ400265;;;SV4369;;;;HORAKT;5020 Výroba montáž
24.03.2026;24.03.2026;4900002299;1;2000;0003;5000119;Ventilová jednotka B766;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-12,000;KS;5908,29;-70899,48;CZK;;;Koyo Bearings ČR;SV7527;102801,33;70899,48;19172,21;PROCHAZ;6010 Expedice
24.03.2026;24.03.2026;4900002365;1;1000;0003;5000110;Čerpadlo odstředivé E673;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-10,000;KS;1588,38;-15883,80;CZK;;;Zetor Tractors a.s.;SV3375;26048,59;15883,80;4725,33;NOVAKJ;6010 Expedice
24.03.2026;24.03.2026;4900002431;1;1000;0003;5000141;Převodovka šneková F508;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-21,000;KS;1789,06;-37570,26;CZK;;;Strojírny Prostějov a.s.;SV8138;42014,71;37570,26;8871,02;SVOBODM;6010 Expedice
24.03.2026;24.03.2026;4900002468;1;2000;0003;5000132;Rám podvozkový C802;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-21,000;KS;1980,08;-41581,68;CZK;;;Tatra Trucks a.s.;SV1298;62912,58;41581,68;12648,71;VESELAM;6010 Expedice
24.03.2026;24.03.2026;4900002529;1;1000;0003;5000142;Rám podvozkový A874;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-7,000;KS;7208,74;-50461,18;CZK;;;Linet spol. s r.o.;SV1809;74066,42;50461,18;14718,33;SVOBODM;6010 Expedice
24.03.2026;24.03.2026;4900002541;1;1000;0003;5000112;Rám podvozkový A238;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-11,000;KS;1349,43;-14843,73;CZK;;;Linet spol. s r.o.;SV8924;22969,17;14843,73;4303,79;DVORAKP;6010 Expedice
24.03.2026;24.03.2026;4900002598;1;2000;0003;5000132;Rám podvozkový C802;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-7,000;KS;1980,08;-13860,56;CZK;;;Vítkovice Machinery;SV7266;20962,16;13860,56;4015,23;KUCERAL;6010 Expedice
25.03.2026;25.03.2026;4900000092;1;1000;0001;1000116;Deska PE 48 mm;Plasty;101;Příjem zboží na objednávku;S;994,440;KG;75,62;75199,55;CZK;;Hilti ČR s.r.o.;;SN7388;;;;HORAKT;4010 Nákup
25.03.2026;25.03.2026;4900000971;1;2000;0001;1000275;Jekl 98x98x65;Ocel;101;Příjem zboží na objednávku;S;2089,410;KG;34,85;72815,94;CZK;;Haberkorn s.r.o.;;SN7033;;;;VESELAM;4010 Nákup
25.03.2026;25.03.2026;4900001296;1;1000;0001;1000332;Plech Al 60 mm;Hliník;101;Příjem zboží na objednávku;S;2018,470;KG;87,05;175707,81;CZK;;Hennlich s.r.o.;;SN3637;;;;KUCERAL;4010 Nákup
25.03.2026;25.03.2026;4900001331;1;1000;0001;1000340;Deska PP 90 mm;Plasty;101;Příjem zboží na objednávku;S;226,790;KG;80,19;18186,29;CZK;;Hennlich s.r.o.;;SN3562;;;;SVOBODM;4010 Nákup
25.03.2026;25.03.2026;4900001516;1;1000;0001;1000374;Plech Al 115 mm;Hliník;101;Příjem zboží na objednávku;S;1140,470;KG;66,46;75795,64;CZK;;ThyssenKrupp Ferrostal;;SN1969;;;;CERNAT;4010 Nákup
25.03.2026;25.03.2026;4900001779;1;2000;0003;5000138;Konzole montážní C661;Hotový výrobek;131;Příjem z výroby;S;23,000;KS;11642,23;267771,29;CZK;VZ400058;;;SV6253;;;;KUCERAL;5020 Výroba montáž
25.03.2026;25.03.2026;4900002020;1;1000;0003;5000107;Kryt převodovky B587;Hotový výrobek;131;Příjem z výroby;S;37,000;KS;2113,83;78211,71;CZK;VZ400201;;;SV2184;;;;NOVAKJ;5020 Výroba montáž
25.03.2026;25.03.2026;4900002231;1;1000;0003;5000148;Konzole montážní A793;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-13,000;KS;7570,47;-98416,11;CZK;;;Continental Automotive;SV3928;144715,88;98416,11;28649,41;PROCHAZ;6010 Expedice
25.03.2026;25.03.2026;4900002288;1;1000;0003;5000146;Svařenec nosný E906;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-15,000;KS;3723,23;-55848,45;CZK;;;Mubea CZ s.r.o.;SV9007;90159,02;55848,45;18478,12;CERNAT;6010 Expedice
25.03.2026;25.03.2026;4900002296;1;1000;0003;5000111;Převodovka šneková F683;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-20,000;KS;6903,87;-138077,40;CZK;;;Hanon Systems Autopal;SV2130;203140,85;138077,40;35260,47;NOVAKJ;6010 Expedice
25.03.2026;25.03.2026;4900002339;1;2000;0003;5000128;Konzole montážní E878;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-12,000;KS;2954,77;-35457,24;CZK;;;Tatra Trucks a.s.;SV8355;58402,59;35457,24;11999,16;PROCHAZ;6010 Expedice
25.03.2026;25.03.2026;4900002345;1;2000;0003;5000108;Konzole montážní C372;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-25,000;KS;3574,42;-89360,50;CZK;;;Juta a.s.;SV2553;121290,21;89360,50;25039,07;DVORAKP;6010 Expedice
25.03.2026;25.03.2026;4900002494;1;2000;0003;5000109;Ventilová jednotka D945;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-18,000;KS;15315,80;-275684,40;CZK;;;Agrostroj Pelhřimov a.s.;SV1778;436790,39;275684,40;75184,30;KUCERAL;6010 Expedice
25.03.2026;25.03.2026;4900002613;1;1000;0003;5000116;Svařenec nosný E926;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-26,000;KS;635,56;-16524,56;CZK;;;Bonatrans Group a.s.;SV5326;24293,83;16524,56;4468,42;CERNAT;6010 Expedice
26.03.2026;26.03.2026;4900000012;1;2000;0001;1000101;Profil Al 82x12;Hliník;101;Příjem zboží na objednávku;S;2192,430;KG;126,57;277495,87;CZK;;Bossard CZ s.r.o.;;SN5774;;;;HORAKT;4010 Nákup
26.03.2026;26.03.2026;4900000433;1;1000;0001;1000175;Odmašťovač RAL 7035;Nátěry a chemie;101;Příjem zboží na objednávku;S;798,240;L;263,16;210064,84;CZK;;ArcelorMittal Distribution;;SN6378;;;;KUCERAL;4010 Nákup
26.03.2026;26.03.2026;4900000706;1;2000;0001;1000226;Profil U 4;Ocel;101;Příjem zboží na objednávku;S;2025,200;KG;27,36;55409,47;CZK;;Rubena a.s.;;SN6546;;;;DVORAKP;4010 Nákup
26.03.2026;26.03.2026;4900000721;1;2000;0001;1000229;Motor 76 kW;Elektro;101;Příjem zboží na objednávku;S;80,710;KS;140,38;11330,07;CZK;;Bibus s.r.o.;;SN9575;;;;VESELAM;4010 Nákup
26.03.2026;26.03.2026;4900000833;1;1000;0001;1000248;Trubka Al 51 mm;Hliník;101;Příjem zboží na objednávku;S;830,510;KG;67,47;56034,51;CZK;;ThyssenKrupp Ferrostal;;SN6659;;;;NOVAKJ;4010 Nákup
26.03.2026;26.03.2026;4900000891;1;2000;0001;1000259;Základní barva RAL 3020;Nátěry a chemie;101;Příjem zboží na objednávku;S;162,050;L;236,85;38381,54;CZK;;Wurth s.r.o.;;SN2730;;;;KUCERAL;4010 Nákup
26.03.2026;26.03.2026;4900000892;1;2000;0001;1000259;Základní barva RAL 3020;Nátěry a chemie;101;Příjem zboží na objednávku;S;597,330;L;236,85;141477,61;CZK;;Haberkorn s.r.o.;;SN6909;;;;CERNAT;4010 Nákup
26.03.2026;26.03.2026;4900000893;1;2000;0001;1000259;Základní barva RAL 3020;Nátěry a chemie;101;Příjem zboží na objednávku;S;1417,740;L;236,85;335791,72;CZK;;ThyssenKrupp Ferrostal;;SN4041;;;;SVOBODM;4010 Nákup
26.03.2026;26.03.2026;4900000929;1;2000;0001;1000266;Ředidlo S85;Nátěry a chemie;101;Příjem zboží na objednávku;S;347,960;L;292,77;101872,25;CZK;;Wurth s.r.o.;;SN6115;;;;NOVAKJ;4010 Nákup
26.03.2026;26.03.2026;4900000987;1;2000;0001;1000278;Frekvenční měnič 11 kW;Elektro;101;Příjem zboží na objednávku;S;1021,890;KS;659,54;673977,33;CZK;;Alumat s.r.o.;;SN9420;;;;KUCERAL;4010 Nákup
